frame,track_id,x,y,w,h,score,misses
632,1,58,90,14,14,95.52880895364467,0
633,1,58,90,14,14,94.83735505441032,0
634,1,58,90,14,14,94.85943841493685,0
635,1,58,90,14,14,94.2745624982062,0
636,1,58,90,14,14,93.61508970857966,0
637,1,57,90,14,14,91.50348568437711,0
638,1,57,90,14,14,91.37700855571084,0
639,1,56,91,14,14,89.2109494122421,0
640,1,56,91,14,14,88.51136561845136,0
641,1,61,88,14,14,81.82775590503245,0
642,1,63,89,12,12,76.59387717783274,0
643,1,55,92,14,14,74.51836670812305,0
644,1,60,90,14,14,68.0991516462354,0
645,1,60,90,14,14,66.57603823037296,0
646,1,59,90,14,14,65.87744222334743,0
647,1,58,90,14,14,64.94287162021243,0
648,1,58,90,14,14,65.56797209016551,0
649,1,62,90,14,14,60.36603669742154,0
650,1,62,90,14,14,69.98162915503919,0
651,1,61,92,14,14,67.95266586785979,0
652,1,60,92,14,14,63.94847425620636,0
653,1,60,92,14,14,65.64024903284539,0
654,1,60,92,14,14,61.37909250414719,0
655,1,60,92,14,14,57.826365340541635,0
656,1,64,98,5,5,50.755536994194905,0
657,1,53,94,14,14,44.34801632980117,0
658,1,53,94,14,14,44.53745582818902,0
659,1,55,95,12,12,38.91962954780982,0
660,1,69,94,14,14,34.94038011084201,0
661,1,48,98,14,14,35.49318823992899,0
662,9241,30,98,14,14,37.091280895663665,0
663,1,47,99,14,14,34.23063125201137,0
664,9241,30,98,14,14,36.890205601579204,0
665,6574,62,118,14,14,34.42118781681604,0
666,6574,62,118,14,14,35.482076684540125,0
667,6574,63,118,14,14,39.204526728565206,0
668,6574,63,118,14,14,41.35200206626227,0
669,6574,64,118,14,14,41.87725879755314,0
670,6574,64,118,14,14,42.47604327337863,0
671,6574,64,118,14,14,42.87346278879943,0
672,6574,66,118,14,14,42.83218390162838,0
673,6574,66,118,14,14,43.66759154386499,0
674,6574,66,118,14,14,43.993003127213726,0
675,6574,66,118,14,14,44.04736048541925,0
676,6574,68,118,14,14,43.85390930355948,0
677,6574,68,118,14,14,44.2215661718313,0
678,6574,68,118,14,14,44.48676917682007,0
679,6574,69,118,14,14,44.66713046904277,0
680,6574,69,118,14,14,44.657652479364785,0
681,6574,68,118,14,14,44.92134299621307,0
682,6574,69,118,14,14,45.00677359195885,0
683,6574,69,118,14,14,45.18610107903146,0
684,6574,70,118,14,14,45.326751423948835,0
685,6574,70,118,14,14,45.79220397264101,0
686,6574,70,118,14,14,45.93643203767897,0
687,6574,71,118,14,14,45.763138948133395,0
688,6574,71,118,14,14,45.74987850774857,0
689,6574,72,118,14,14,45.740973593160156,0
690,6574,72,118,14,14,45.921424077759326,0
691,6574,72,117,14,14,45.853895230031384,0
692,6574,72,117,14,14,45.85114674742881,0
693,6574,72,117,14,14,45.80998876056015,0
694,6574,73,117,14,14,45.63183241138238,0
695,9241,32,91,14,14,34.0825188453913,0
696,9241,32,90,14,14,34.08648322374021,0
697,9241,32,90,14,14,33.85216430884411,0
698,9241,48,94,14,14,37.47375936801652,0
